State,District,Latitude,Longitude,Population,Male,Female,Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1962180,536643,334547,2631985,290549,39361,1255,16194,14419
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1962180,536643,334547,2631985,290549,39361,1255,16194,14419
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,1427368,648782,65259,2011014,513125,8344,826,9589,4865
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,1427368,648782,65259,2011014,513125,8344,826,9589,4865
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,1427368,648782,65259,2011014,513125,8344,826,9589,4865
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,1016219,465867,78875,1305431,199873,26722,253,150,2494
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,1016219,465867,78875,1305431,199873,26722,253,150,2494
Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,1016219,465867,78875,1305431,199873,26722,253,150,2494
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,213700,52903,890429,92252,5368,389,272,1045
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,213700,52903,890429,92252,5368,389,272,1045
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,213700,52903,890429,92252,5368,389,272,1045
Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,17606,56606,622213,57941,134169,618,553,546
Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,17606,56606,622213,57941,134169,618,553,546
Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,17606,56606,622213,57941,134169,618,553,546
Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,7843,92669,341664,63623,231961,855,542,563
Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,7843,92669,341664,63623,231961,855,542,563
Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,7843,92669,341664,63623,231961,855,542,563
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,628613,678762,1037492,53283,48857,729987,486913,87454,151,362,130
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,628613,678762,1037492,53283,48857,729987,486913,87454,151,362,130
Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,628613,678762,1037492,53283,48857,729987,486913,87454,151,362,130
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1181446,1341557,2138434,83350,41371,1509592,742483,262526,424,1118,193
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1181446,1341557,2138434,83350,41371,1509592,742483,262526,424,1118,193
Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1181446,1341557,2138434,83350,41371,1509592,742483,262526,424,1118,193
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,401684,415736,645585,32578,151443,404460,234185,174453,61,312,1797
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,401684,415736,645585,32578,151443,404460,234185,174453,61,312,1797
Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,401684,415736,645585,32578,151443,404460,234185,174453,61,312,1797
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1470942,1615351,2615443,199191,15228,1734958,1211131,131516,297,235,601
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1470942,1615351,2615443,199191,15228,1734958,1211131,131516,297,235,601
Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1470942,1615351,2615443,199191,15228,1734958,1211131,131516,297,235,601
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1960328,2152592,3311315,308266,22990,1135259,2888849,81556,205,179,68
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1960328,2152592,3311315,308266,22990,1135259,2888849,81556,205,179,68
Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1960328,2152592,3311315,308266,22990,1135259,2888849,81556,205,179,68
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1359478,1450456,2239492,403833,48972,1875980,812936,114397,220,238,78
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1359478,1450456,2239492,403833,48972,1875980,812936,114397,220,238,78
Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1359478,1450456,2239492,403833,48972,1875980,812936,114397,220,238,78
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1480763,1640437,2678548,324350,9430,1823442,532839,757484,259,278,62
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1480763,1640437,2678548,324350,9430,1823442,532839,757484,259,278,62
Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1480763,1640437,2678548,324350,9430,1823442,532839,757484,259,278,62
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1619557,1662831,2855676,268411,16559,1509557,514397,1248137,860,614,1176
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1619557,1662831,2855676,268411,16559,1509557,514397,1248137,860,614,1176
Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1619557,1662831,2855676,268411,16559,1509557,514397,1248137,860,614,1176
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,552808,556166,923010,145486,55815,541854,82206,481507,100,189,44
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,552808,556166,923010,145486,55815,541854,82206,481507,100,189,44
Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,552808,556166,923010,145486,55815,541854,82206,481507,100,189,44
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,968289,1006262,1749798,153909,21972,983598,126499,858608,204,358,83
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,968289,1006262,1749798,153909,21972,983598,126499,858608,204,358,83
Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,968289,1006262,1749798,153909,21972,983598,126499,858608,204,358,83
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,1013142,1114647,1852797,201211,6574,1460447,224545,435056,268,146,74
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,1013142,1114647,1852797,201211,6574,1460447,224545,435056,268,146,74
Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,1013142,1114647,1852797,201211,6574,1460447,224545,435056,268,146,74
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1246968,1388407,2240273,328263,10761,1697635,508500,421598,208,272,63
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1246968,1388407,2240273,328263,10761,1697635,508500,421598,208,272,63
Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1246968,1388407,2240273,328263,10761,1697635,508500,421598,208,272,63
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1581678,1719749,2785408,372977,26759,2194057,452915,630573,404,301,76
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1581678,1719749,2785408,372977,26759,2194057,452915,630573,404,301,76
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1581678,1719749,2785408,372977,26759,2194057,452915,630573,404,301,76
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,821646,47243,3325823,143093,233633,1422,951,3693
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,821646,47243,3325823,143093,233633,1422,951,3693
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,821646,47243,3325823,143093,233633,1422,951,3693
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,779667,10061,3751322,439270,358662,2851,2804,51708
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,779667,10061,3751322,439270,358662,2851,2804,51708
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,948081,41210,3537399,173785,256762,1620,990,4962
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,948081,41210,3537399,173785,256762,1620,990,4962
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,948081,41210,3537399,173785,256762,1620,990,4962
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,860212,72955,3397857,414760,111390,676,438,3514
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,860212,72955,3397857,414760,111390,676,438,3514
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,860212,72955,3397857,414760,111390,676,438,3514
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,565329,90954,2294369,91636,66987,232,157,7898
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,565329,90954,2294369,91636,66987,232,157,7898
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,565329,90954,2294369,91636,66987,232,157,7898
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,580512,119369,3326357,95487,53841,412,174,992
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,580512,119369,3326357,95487,53841,412,174,992
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,580512,119369,3326357,95487,53841,412,174,992
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,345392,57059,1673652,32483,16909,183,108,84
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,345392,57059,1673652,32483,16909,183,108,84
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,345392,57059,1673652,32483,16909,183,108,84
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,369483,21880,2115455,76098,55899,435,148,639
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,369483,21880,2115455,76098,55899,435,148,639
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,369483,21880,2115455,76098,55899,435,148,639
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,452376,8064,1879494,105012,169945,313,256,71
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,452376,8064,1879494,105012,169945,313,256,71
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,452376,8064,1879494,105012,169945,313,256,71
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,221385,575,993666,53292,16483,115,29,7
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,221385,575,993666,53292,16483,115,29,7
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,221385,575,993666,53292,16483,115,29,7
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,175289,2584,521658,32702,10301,83,39,38
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,175289,2584,521658,32702,10301,83,39,38
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,175289,2584,521658,32702,10301,83,39,38
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,176230,10722,708397,7942,37403,104,88,65
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,176230,10722,708397,7942,37403,104,88,65
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,176230,10722,708397,7942,37403,104,88,65
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,763944,15702,2391675,123749,83334,401,236,1280
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,763944,15702,2391675,123749,83334,401,236,1280
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,763944,15702,2391675,123749,83334,401,236,1280
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,509767,3756,1435072,128617,47579,184,450,963
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,509767,3756,1435072,128617,47579,184,450,963
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,509767,3756,1435072,128617,47579,184,450,963
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,430927,3034,1132785,96092,33192,258,151,279
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,430927,3034,1132785,96092,33192,258,151,279
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,430927,3034,1132785,96092,33192,258,151,279
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,455062,3561,2075870,190814,133971,231,795,1256
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,455062,3561,2075870,190814,133971,231,795,1256
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,455062,3561,2075870,190814,133971,231,795,1256
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,284804,1283,1428784,114194,72850,119,81,32
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,284804,1283,1428784,114194,72850,119,81,32
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,284804,1283,1428784,114194,72850,119,81,32
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,227746,790,1186078,74310,75481,150,80,109
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,227746,790,1186078,74310,75481,150,80,109
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,227746,790,1186078,74310,75481,150,80,109
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,408976,11096,2760502,168881,97711,520,199,1532
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,408976,11096,2760502,168881,97711,520,199,1532
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,408976,11096,2760502,168881,97711,520,199,1532
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,258200,1835,1148990,56751,37574,152,79,28
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,258200,1835,1148990,56751,37574,152,79,28
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,258200,1835,1148990,56751,37574,152,79,28
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,399831,2294,1822626,47838,67405,245,87,98
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,399831,2294,1822626,47838,67405,245,87,98
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,399831,2294,1822626,47838,67405,245,87,98
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,249008,1105,1047411,208038,91139,154,86,29
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,249008,1105,1047411,208038,91139,154,86,29
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,249008,1105,1047411,208038,91139,154,86,29
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,74249,7282,909872,78590,876299,160,438,156
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,74249,7282,909872,78590,876299,160,438,156
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,74249,7282,909872,78590,876299,160,438,156
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,245392,63044,1452956,38304,14089,164,39,37
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,245392,63044,1452956,38304,14089,164,39,37
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,245392,63044,1452956,38304,14089,164,39,37
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,535911,28342,3044145,211035,190314,1112,435,3284
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,535911,28342,3044145,211035,190314,1112,435,3284
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,535911,28342,3044145,211035,190314,1112,435,3284
